Tenant,Location,Address,City,State,Ownership,Contact,Phone,Email,Notes
United Rentals,Duluth MN (Miller Trunk),4945 Miller Trunk Hwy,Duluth,MN,,,,,
United Rentals,Stillwater MN (Climate Solutions - Bridgepoint),391 Bridgepoint Dr,Stillwater,MN,,,,,
United Rentals,West Chester OH (Crescentville),898 E Crescentville Rd,West Chester,OH,,,,,
United Rentals,Huber Heights OH (Executive),5773 Executive Blvd,Huber Heights,OH,,,,,
United Rentals,Columbus OH (Hamilton Square),4141 Hamilton Square Blvd,Columbus,OH,,,,,
United Rentals,Columbus OH (Fishel),7570 Fishel Dr S,Columbus,OH,,,,,
United Rentals,Perrysburg OH (Eckel),620 Eckel Rd,Perrysburg,OH,,,,,
United Rentals,West Chester OH (Ashley),4764 Ashley Dr,West Chester,OH,,,,,
United Rentals,Columbus OH (Westerville),5755 Westerville Rd,Columbus,OH,,,,,
United Rentals,Fort Wayne IN (Distribution),5517 Distribution Dr,Fort Wayne,IN,,,,,
United Rentals,Indianapolis IN (96th),4901 W 96th St,Indianapolis,IN,,,,,
United Rentals,Cincinnati OH (Fluid Solutions - Wooster Pike),7007 Wooster Pike,Cincinnati,OH,,,,,
United Rentals,Toledo OH (Fluid Solutions - Glenwood),28363 Glenwood Rd,Toledo,OH,,,,,
United Rentals,Indianapolis IN (Kentucky),1921 Kentucky Ave,Indianapolis,IN,,,,,
United Rentals,Indianapolis IN (Flooring & Facility - Morris),4050 W Morris St,Indianapolis,IN,,,,,
United Rentals,Indianapolis IN (Trench Safety - Bluff),4610 Bluff Rd,Indianapolis,IN,,,,,
United Rentals,Loveland OH (Storage Containers/Mobile Offices),1451 State Rte 28 #2b,Loveland,OH,,,,,
United Rentals,Columbus OH (Power & HVAC - Integrity),2020 Integrity Dr S,Columbus,OH,,,,,
United Rentals,Columbus OH (Trench Safety - Phillipi),580 Phillipi Rd,Columbus,OH,,,,,
United Rentals,Brook Park OH (Brookpark),13960 Brookpark Rd,Brook Park,OH,,,,,
United Rentals,South Bend IN (Storage Containers/Mobile Offices - Protecta),21141 Protecta Dr,South Bend,IN,,,,,
United Rentals,South Bend IN (Mayflower),4311 N Mayflower Rd,South Bend,IN,,,,,
United Rentals,Evansville IN (Constellation),4828 Constellation Ave,Evansville,IN,,,,,
United Rentals,Port Gibson MS,2720 US-61,Port Gibson,MS,,,,,
United Rentals,Memphis TN (Moriarty),7839 Moriarty Rd,Memphis,TN,,,,,
United Rentals,Memphis TN (Riverside),2152 Riverside Blvd,Memphis,TN,,,,,
United Rentals,Jackson MS (Underwood),3895 Underwood Dr,Jackson,MS,,,,,
United Rentals,Grenada MS (Grady),80 Grady Rd,Grenada,MS,,,,,
United Rentals,Madison/Gluckstadt MS (Centre Pointe),1019 Centre Pointe Blvd,Madison,MS,,,,,
United Rentals,Pontotoc MS (MS-25),600 MS-25,Pontotoc,MS,,,,,
United Rentals,Columbus MS (Shelton),227 Shelton St,Columbus,MS,,,,,
United Rentals,Tupelo MS (International),1892 International Dr,Tupelo,MS,,,,,
United Rentals,Southaven MS (Airways),7217 Airways Blvd,Southaven,MS,,,,,
United Rentals,Hot Springs AR (Airport),513 Airport Rd,Hot Springs,AR,,,,,
United Rentals,Alexander City AL (US-280),364 US-280,Alexander City,AL,,,,,
United Rentals,Blytheville AR (County Rd 773),4885 County Rd 773,Blytheville,AR,,,,,
United Rentals,Birmingham AL (Pinson Valley),4111 Pinson Valley Pkwy,Birmingham,AL,,,,,
United Rentals,Texarkana AR (Trinity),2101 Trinity Blvd,Texarkana,AR,,,,,
United Rentals,Anniston/Oxford AL (US-78),1214 Hamric Dr W,Anniston,AL,,,,,
United Rentals,Pine Bluff AR (Franklin),1100 Franklin St,Pine Bluff,AR,,,,,
United Rentals,Talladega AL (Industrial),140 Industrial Dr,Talladega,AL,,,,,
United Rentals,Covington LA (Collins),1305 N Collins Blvd,Covington,LA,,,,,
United Rentals,Gulfport MS (Logan Cline),10230 Logan Cline Dr,Gulfport,MS,,,,,
United Rentals,Troy AL (Jefferson),1214 Jefferson Rd,Troy,AL,,,,,
United Rentals,Tuscaloosa AL (Southside),2750 Southside Dr,Tuscaloosa,AL,,,,,
United Rentals,Gautier/Pascagoula MS (Creosote),14411 Creosote Rd,Gautier,MS,,,,,
United Rentals,El Dorado AR (Junction Hwy),4895 Junction Hwy #167,El Dorado,AR,,,,,
United Rentals,Alabaster AL (Limestone Bend),360 Limestone Bnd,Alabaster,AL,,,,,
United Rentals,Crestview FL (Myrick),100 Myrick St,Crestview,FL,,,,,
United Rentals,Pensacola FL (Burgess),401 W Burgess Rd,Pensacola,FL,,,,,
United Rentals,Hattiesburg MS (Customer Equipment Solutions - Walker),305 Walker Cir,Hattiesburg,MS,,,,,
United Rentals,Greenville SC (SC-14),2420 SC-14,Greenville,SC,,,,,
United Rentals,Augusta GA (Mike Padgett),2425 Mike Padgett Hwy,Augusta,GA,,,,,
United Rentals,Aiken SC (Pine Log),610 E Pine Log Rd,Aiken,SC,,,,,
United Rentals,Southaven MS (Radio & Communications - Rivergate),510 N Rivergate Rd,Southaven,MS,,,,,
United Rentals,Hattiesburg MS (Blackwell),45 Blackwell Blvd,Hattiesburg,MS,,,,,
United Rentals,Huntsville AL (Dan Tibbs),376 Dan Tibbs Rd,Huntsville,AL,,,,,
United Rentals,Russellville AR (Arkansas Ave),3004 S Arkansas Ave,Russellville,AR,,,,,
United Rentals,Cookeville TN (Foreman),1830 Foreman Dr,Cookeville,TN,,,,,
United Rentals,Montgomery AL (Wetumpka),2901 Wetumpka Hwy,Montgomery,AL,,,,,
United Rentals,Little Rock AR (I-30),9110 I-30,Little Rock,AR,,,,,
United Rentals,Thomasville AL (US-43),32640 US-43,Thomasville,AL,,,,,
United Rentals,Rome GA (Martha Berry),3297 Martha Berry Hwy,Rome,GA,,,,,
United Rentals,Murfreesboro TN (Southgate),2508 Southgate Blvd,Murfreesboro,TN,,,,,
United Rentals,Baton Rouge LA (Hooper),5592 Hooper Rd,Baton Rouge,LA,,,,,
United Rentals,Knoxville TN (Middlebrook),5417 N Middlebrook Pike,Knoxville,TN,,,,,
United Rentals,?? LA (Mane St),620 Mane St,,,LA,,,,
United Rentals,Clarksville TN (Kapsia),118 Kapsia Wy,Clarksville,TN,,,,,
United Rentals,Anderson SC (Highway 72),2402 Highway 72 221 E,Anderson,SC,,,,,
United Rentals,Fort Smith AR (Towson),3616 Towson Ave,Fort Smith,AR,,,,,
United Rentals,Knoxville TN (Kingston),10224 Kingston Pike,Knoxville,TN,,,,,
United Rentals,Decatur AL (AL-20),3180 AL-20,Decatur,AL,,,,,
United Rentals,Nashville TN (Crutcher),301 Crutcher St,Nashville,TN,,,,,
United Rentals,Springdale AR (24th),2505 N 24th St,Springdale,AR,,,,,
United Rentals,Dothan AL (Montgomery Hwy),1321 Montgomery Hwy,Dothan,AL,,,,,
United Rentals,Athens AL (US-72),43388 US-72,Athens,AL,,,,,
United Rentals,Chattanooga TN (Industry),4001 Industry Dr,Chattanooga,TN,,,,,
United Rentals,Mobile AL (Laughlin),4477 Laughlin Dr,Mobile,AL,,,,,
United Rentals,Muscle Shoals AL (2nd),1002 E 2nd St,Muscle Shoals,AL,,,,,
United Rentals,Hattiesburg MS (Fluid Solutions - US 49),2110 US 49,Hattiesburg,MS,,,,,
United Rentals,Carrollton GA (Maple),305 Maple St,Carrollton,GA,,,,,
United Rentals,Chattanooga TN (Amnicola),3611 Amnicola Hwy,Chattanooga,TN,,,,,
United Rentals,Fayetteville AR (McConnell),2795 N McConnell Ave,Fayetteville,AR,,,,,
United Rentals,Little Rock AR (Mabelvale),9300 Mabelvale Pike,Little Rock,AR,,,,,
United Rentals,Foley AL (Co Rd 20),19862 Co Rd 20,Foley,AL,,,,,
United Rentals,Shreveport LA (St Vincent),9451 St Vincent Ave,Shreveport,LA,,,,,
United Rentals,Valdosta GA (US-84),10427 US-84,Valdosta,GA,,,,,
United Rentals,Gainesville GA (Danbury),2350 Danbury Ln,Gainesville,GA,,,,,
United Rentals,Mobile AL (Halls Mill),4226 Halls Mill Rd,Mobile,AL,,,,,
United Rentals,Creola AL (US-43),12735 US-43,Creola,AL,,,,,
United Rentals,Cleveland TN (Fritz),1500 Fritz St SE,Cleveland,TN,,,,,
United Rentals,Mayfield KY (Park Ave),3237 Park Ave,Mayfield,KY,,,,,
United Rentals,Brunswick GA (US-17),4406 US-17,Brunswick,GA,,,,,
United Rentals,Nashville TN (Gallatin Pike),720 Gallatin Pike N,Nashville,TN,,,,,
United Rentals,Fairburn GA (Reliable Onsite - GA-85),5035 GA-85,Fairburn,GA,,,,,
United Rentals,Franklin TN (Century Ct),109 Century Ct,Franklin,TN,,,,,
United Rentals,Joplin MO (Industrial Park),48 Industrial Park Dr,Joplin,MO,,,,,
United Rentals,Cape Girardeau MO (Outer),2520 E Outer Rd,Cape Girardeau,MO,,,,,
United Rentals,Columbus GA (Hamilton),2123 Hamilton Rd,Columbus,GA,,,,,
United Rentals,Auburn AL (Glenn),1845 E Glenn Ave,Auburn,AL,,,,,
United Rentals,Jonesboro AR (Browns),2927 Browns Ln,Jonesboro,AR,,,,,
United Rentals,Panama City FL (Airport Commerce),4310 Airport Commerce Blvd,Panama City,FL,,,,,
United Rentals,Springfield MO (Kearney),2700 E Kearney St,Springfield,MO,,,,,
United Rentals,Columbia TN (Beechcroft),613 Beechcroft Rd,Columbia,TN,,,,,
United Rentals,Joplin MO (Newman),2805 E Newman Rd,Joplin,MO,,,,,
United Rentals,Birmingham AL (Park S),6298 Park S Dr,Birmingham,AL,,,,,
United Rentals,Bowling Green KY (Scottys Way),203 Scottys Way,Bowling Green,KY,,,,,
United Rentals,Savannah GA (US-80),16300 US-80,Savannah,GA,,,,,
United Rentals,Calvert City KY (Gilbertsville),5408 Gilbertsville Hwy,Calvert City,KY,,,,,
United Rentals,La Vergne TN (Charter Pl),180 Charter Pl,La Vergne,TN,,,,,
United Rentals,Atlanta GA (Power & HVAC - Morrow),127 Morrow Rd,Atlanta,GA,,,,,
United Rentals,Birmingham AL (Trench Safety - Pinson Valley),3000 Pinson Valley Pkwy,Birmingham,AL,,,,,
United Rentals,Birmingham AL (Fluid Solutions - Vann),3580 Vann Rd,Birmingham,AL,,,,,
United Rentals,Jackson TN (Aerial - Airways),1546 Airways Blvd,Jackson,TN,,,,,
United Rentals,Madison AL (Aerial - Madison),8519 Madison Blvd,Madison,AL,,,,,
United Rentals,Little Rock AR (Fluid Solutions - Zeuber),7821 Zeuber Rd,Little Rock,AR,,,,,
United Rentals,Fayetteville AR (Flooring & Facility - Haile),4268 Haile Ln,Fayetteville,AR,,,,,
United Rentals,Shreveport LA (Fluid Solutions - Patrick),6890 Patrick Ln,Shreveport,LA,,,,,
United Rentals,Birmingham AL (Power & HVAC - Pinson Valley),3920 Pinson Valley Pkwy,Birmingham,AL,,,,,
United Rentals,Nashville TN (Power & HVAC - Massman),723 Massman Dr,Nashville,TN,,,,,
United Rentals,Mobile AL (Power & HVAC - Montlimar),1413 Montlimar Dr,Mobile,AL,,,,,
United Rentals,Mayfield KY (Storage Containers/Mobile Offices - Clarks River),4025 Clarks River Rd,Mayfield,KY,,,,,
United Rentals,Lake Charles LA (Fluid Solutions - Louis Alleman),2200 Louis Alleman Pkwy,Lake Charles,LA,,,,,
United Rentals,Joplin MO (Storage Containers/Mobile Offices - MO-266),5462 MO-266,Joplin,MO,,,,,
United Rentals,Memphis TN (Fluid Solutions - Shelby),5467 E Shelby Dr,Memphis,TN,,,,,
United Rentals,Memphis TN (Trench Safety - Holmes),5399 E Holmes Rd,Memphis,TN,,,,,
United Rentals,Memphis TN (Storage Containers/Mobile Offices - Hickory Hill),5532 Hickory Hill Rd,Memphis,TN,,,,,
United Rentals,Lakeland FL (Edgewood),2235 E Edgewood Dr,Lakeland,FL,,,,,
United Rentals,Tampa FL (Adamo),5711 E Adamo Dr,Tampa,FL,,,,,
United Rentals,Pinellas Park FL (118th Ave),4300 118th Ave N,Pinellas Park,FL,,,,,
United Rentals,Orlando FL (Landstreet),1150 E Landstreet Rd,Orlando,FL,,,,,
United Rentals,Tampa FL (US-301),4321 US-301,Tampa,FL,,,,,
United Rentals,Port St. Lucie FL (Mariposa),2180 SE Mariposa Ave,Port St. Lucie,FL,,,,,
United Rentals,Leesburg FL (Weber),100 Weber Ave,Leesburg,FL,,,,,
United Rentals,Valdosta GA (Patterson),1824 S Patterson St,Valdosta,GA,,,,,
United Rentals,Cocoa FL (King St),3500 W King St Ste A Suite A,Cocoa,FL,,,,,
United Rentals,Miami FL (NW 27th),4301 NW 27th Ave,Miami,FL,,,,,
United Rentals,Melbourne FL (Lake Washington),1201 Lake Washington Rd,Melbourne,FL,,,,,
United Rentals,Orlando FL (Orange Blossom),11909 S Orange Blossom Trl,Orlando,FL,,,,,
United Rentals,Fort Myers FL (Enterprise),5626 Enterprise Pkwy,Fort Myers,FL,,,,,
United Rentals,Orlando FL (Rocket Blvd),11403 Rocket Blvd,Orlando,FL,,,,,
United Rentals,Jacksonville FL (Philips Hwy),5402 Philips Hwy,Jacksonville,FL,,,,,
United Rentals,Daytona Beach FL (Nova Rd),1472 N Nova Rd,Daytona Beach,FL,,,,,
United Rentals,Orlando FL (Trench Safety - Landstreet),600 E Landstreet Rd,Orlando,FL,,,,,
United Rentals,West Palm Beach FL (MLK Jr Blvd),1860 M.L.K. Jr Blvd,West Palm Beach,FL,,,,,
United Rentals,West Palm Beach FL (45th St),3250 45th St,West Palm Beach,FL,,,,,
United Rentals,Thomasville GA (US-19),1190 U.S. Hwy 19 S,Thomasville,GA,,,,,
United Rentals,Columbia SC (Bluff Rd),1500 Bluff Rd,Columbia,SC,,,,,
United Rentals,Myrtle Beach SC (Jason Blvd),729 Jason Blvd,Myrtle Beach,SC,,,,,
United Rentals,North Charleston SC (Azalea),2841 Azalea Dr,North Charleston,SC,,,,,
United Rentals,Raleigh NC (New Bern),4320 New Bern Ave,Raleigh,NC,,,,,
United Rentals,Rock Hill SC (Anderson Rd),705 N Anderson Rd,Rock Hill,SC,,,,,
United Rentals,Charlotte NC (W Hwy 74),4017 W Hwy 74,Charlotte,NC,,,,,
United Rentals,North Charleston SC (Fain St),6201 Fain St,North Charleston,SC,,,,,
United Rentals,Charlotte NC (Queen City),2600 Queen City Dr,Charlotte,NC,,,,,
United Rentals,Durham NC (Chapel Hill Rd),5600 Chapel Hill Rd,Durham,NC,,,,,
United Rentals,Charlotte NC (Old Nations Ford),10524 Old Nations Ford Rd,Charlotte,NC,,,,,
United Rentals,North Charleston SC (Kellett's Ct),337 Kellett's Ct,North Charleston,SC,,,,,
United Rentals,Charlotte NC (Trailer Dr),3515 Trailer Dr,Charlotte,NC,,,,,
United Rentals,Shallotte NC (Center St),154 Center St,Shallotte,NC,,,,,
United Rentals,West Columbia SC (Chris Dr),846 Chris Dr,West Columbia,SC,,,,,
United Rentals,Fayetteville NC (Rankin),432 Rankin St,Fayetteville,NC,,,,,
United Rentals,Durham NC (Lasalle),200 S Lasalle St,Durham,NC,,,,,
United Rentals,Anderson SC (Pearman Dairy),1724 Pearman Dairy Rd,Anderson,SC,,,,,
United Rentals,Wilmington NC (Market),5919 Market St,Wilmington,NC,,,,,
United Rentals,Salisbury NC (Webb),914 Webb Rd,Salisbury,NC,,,,,
United Rentals,Lexington SC (N Pike),765 N Pike W,Lexington,SC,,,,,
United Rentals,North Charleston SC (Peppermill),7430 Peppermill Pkwy,North Charleston,SC,,,,,
United Rentals,Fayetteville NC (Pepsi Ln),140 Pepsi Ln,Fayetteville,NC,,,,,
United Rentals,Durham NC (Alston),2323 S Alston Ave,Durham,NC,,,,,
United Rentals,Raleigh NC (N Raleigh Blvd),2012 N Raleigh Blvd,Raleigh,NC,,,,,
United Rentals,Greenville SC (Woodruff Industrial),117 Woodruff Industrial Ln,Greenville,SC,,,,,
United Rentals,Simpsonville SC (Sun And Sand),210 Sun And Sand Rd,Simpsonville,SC,,,,,
United Rentals,Charlottesville VA (Avon St Ext),1745 Avon Street Ext,Charlottesville,VA,,,,,
United Rentals,Greensboro NC (Post St),811 Post St,Greensboro,NC,,,,,
United Rentals,Greensboro NC (W Market),6004 W Market St,Greensboro,NC,,,,,
United Rentals,Fort Belvoir VA (Leray Cir),141 Leray Cir,Fort Belvoir,VA,,,,,
United Rentals,Florence SC (W Lucas),1500 W Lucas St,Florence,SC,,,,,
United Rentals,Greer SC (SC-101),1936 SC-101,Greer,SC,,,,,
United Rentals,Wilmington NC (Fluid Solutions - US-421),3813 US-421,Wilmington,NC,,,,,
United Rentals,Wilmington NC (Trench Safety - Old Wrightsboro),2716 Old Wrightsboro Rd,Wilmington,NC,,,,,
United Rentals,Florence SC (Customer Equipment Solutions),1716 E Palmetto St,Florence,SC,,,,,
United Rentals,Charlotte NC (Westinghouse),2501 Westinghouse Blvd,Charlotte,NC,,,,,
United Rentals,Raleigh NC (Power & HVAC - Triangle Dr),6012 Triangle Dr,Raleigh,NC,,,,,
United Rentals,North Charleston SC (Power & HVAC - Peppermill),7390 Peppermill Pkwy,North Charleston,SC,,,,,
United Rentals,Richmond VA (W Broad),6520 W Broad St,Richmond,VA,,,,,
United Rentals,Wilson NC (Storage Containers - Mechanical),1411 Mechanical Blvd,Wilson,NC,,,,,
United Rentals,Greensboro NC (N Patterson),3800 N Patterson Ave,Greensboro,NC,,,,,
United Rentals,Richmond VA (Commerce Rd),1500 Commerce Rd,Richmond,VA,,,,,
United Rentals,Raleigh NC (Aerial - Integrity Dr),3401 Integrity Dr,Raleigh,NC,,,,,
United Rentals,Charlotte NC (Reliable Onsite - Texland),11420 Texland Blvd,Charlotte,NC,,,,,
United Rentals,Christiansburg VA (Radford Rd),1570 Radford Rd,Christiansburg,VA,,,,,
United Rentals,Chesapeake VA (Taylor Farm),1344 Taylor Farm Rd,Chesapeake,VA,,,,,
United Rentals,Hampton VA (Pembroke),2327 W Pembroke Ave,Hampton,VA,,,,,
United Rentals,Williamsburg VA (Industrial Park),600 Industrial Park Dr,Williamsburg,VA,,,,,
United Rentals,Norfolk VA (Bainbridge Blvd),4333 Bainbridge Blvd,Norfolk,VA,,,,,
United Rentals,Ashland VA (Washington Hwy),10374 Washington Hwy,Ashland,VA,,,,,
United Rentals,Chesapeake VA (Pump - Bus Center),3501 Bus Center Dr,Chesapeake,VA,,,,,
United Rentals,Prince George VA (Iron Bridge),11200 Iron Bridge Rd,Prince George,VA,,,,,
United Rentals,Fredericksburg VA (Lassen),4616 Lassen Ln,Fredericksburg,VA,,,,,
United Rentals,Lynchburg VA (Young Pl),3560 Young Pl,Lynchburg,VA,,,,,
United Rentals,Roanoke VA (Orange Ave),1238 Orange Ave NE,Roanoke,VA,,,,,
United Rentals,Winchester VA (Grayson),807 Grayson Ave,Winchester,VA,,,,,
United Rentals,Beckley WV (Eisenhower),307 N Eisenhower Dr,Beckley,WV,,,,,
United Rentals,Princeton WV (Oakvale),319 Oakvale Rd,Princeton,WV,,,,,
United Rentals,Cross Lanes WV (New Goff Mountain),573 New Goff Mountain Rd,Cross Lanes,WV,,,,,
United Rentals,Delmar DE (Sussex Hwy),38352 Sussex Hwy,Delmar,DE,,,,,
United Rentals,Baltimore MD (Old Sulphur Spring),1709 Old Sulphur Spring Rd,Baltimore,MD,,,,,
United Rentals,Plymouth Meeting PA (Conshohocken),1010 Conshohocken Rd,Plymouth Meeting,PA,,,,,
United Rentals,California MD (Three Notch),22694 Three Notch Rd,California,MD,,,,,
United Rentals,Philadelphia PA (E Thompson),3880 E Thompson St,Philadelphia,PA,,,,,
United Rentals,Trainer PA (Industrial Hwy),3000 Industrial Hwy,Trainer,PA,,,,,
United Rentals,Rosedale MD (Pulaski Hwy),7667 Pulaski Hwy,Rosedale,MD,,,,,
United Rentals,Annapolis MD (Gibralter Ave),10 Gibralter Ave,Annapolis,MD,,,,,
United Rentals,Washington DC (Upshur),4900 Upshur St,Washington,DC,,,,,
United Rentals,Perryville MD (Pulaski Hwy),497 Pulaski Hwy,Perryville,MD,,,,,
United Rentals,Bordentown NJ (US-130),4450 US-130,Bordentown,NJ,,,,,
United Rentals,Dover DE (S Dupont),248 S Dupont Hwy,Dover,DE,,,,,
United Rentals,Hanover MD (Arundel Corporation),305 Arundel Corporation Rd,Hanover,MD,,,,,
United Rentals,Bladensburg MD (Beechcraft),8301 Beechcraft Ave,Bladensburg,MD,,,,,
United Rentals,Upper Marlboro MD (Chrysler Way),5301 Chrysler Way,Upper Marlboro,MD,,,,,
United Rentals,Williamstown NJ (Berlin-Cross Keys),668 Berlin - Cross Keys Rd,Williamstown,NJ,,,,,
United Rentals,Allentown PA (28th St SW),2201 28th St SW,Allentown,PA,,,,,
United Rentals,Gaithersburg MD (Penn Randall),7910 Penn Randall Pl,Gaithersburg,MD,,,,,
United Rentals,Trench Safety (Creston St),5101 Creston St,Hyattsville,MD,,,,,
United Rentals,Middletown NY (US-6),3467 US-6,Middletown,NY,,,,,
United Rentals,Stamford CT (Selleck St),224 Selleck St,Stamford,CT,,,,,
United Rentals,Stamford CT (First Stamford Pl #700),100 First Stamford Pl #700,Stamford,CT,,,,,
United Rentals,Wilkes-Barre PA (Barneys Dr),2968 Barneys Dr,Wilkes-Barre,PA,,,,,
United Rentals,Vestal NY (Old Vestal Rd),2316 Old Vestal Rd,Vestal,NY,,,,,
United Rentals,Brookfield CT (Federal Rd),32 Federal Rd,Brookfield,CT,,,,,
United Rentals,Queens NY (College Point Blvd),28-44 College Point Blvd,Queens,NY,,,,,
United Rentals,Mechanicsburg PA (Interchange Pl),4 Interchange Pl,Mechanicsburg,PA,,,,,
United Rentals,State College PA (W College Ave),1005 W College Ave,State College,PA,,,,,
United Rentals,Mechanicsburg PA (Gettysburg Rd),825 Gettysburg Rd,Mechanicsburg,PA,,,,,
United Rentals,Wilkes-Barre PA (Sans Souci Pkwy),2225 Sans Souci Pkwy,Wilkes-Barre,PA,,,,,
United Rentals,Yorktown Heights NY (Crompond Rd),2371 Crompond Rd,Yorktown Heights,NY,,,,,
United Rentals,Garfield NJ (Bergen Turnpike),222 Bergen Turnpike,Garfield,NJ,,,,,
United Rentals,New Windsor NY (Windsor Hwy),124 Windsor Hwy,New Windsor,NY,,,,,
United Rentals,Rochester NY (Lyell Ave),1601 Lyell Ave,Rochester,NY,,,,,
United Rentals,Wall NJ (NJ-34),2035 NJ-34,Wall,NJ,,,,,
United Rentals,Lancaster PA (Commerce Dr),1550 Commerce Dr,Lancaster,PA,,,,,
United Rentals,Bridgeport CT (Housatonic Ave),552 Housatonic Ave,Bridgeport,CT,,,,,
United Rentals,Hollidaysburg PA (Broad St),667 Broad St,Hollidaysburg,PA,,,,,
United Rentals,Harrisburg PA (S 2nd St),950 S 2nd St,Harrisburg,PA,,,,,
United Rentals,West Berlin NJ (Southgate Ct),418 Southgate Ct,West Berlin,NJ,,,,,
United Rentals,Egg Harbor Township NJ (W Delilah Rd),740 W Delilah Rd,Egg Harbor Township,NJ,,,,,
United Rentals,West Chester PA (E Virginia Ave),800 E Virginia Ave,West Chester,PA,,,,,
United Rentals,Watertown NY (Murrock Cir),22760 Murrock Cir,Watertown,NY,,,,,
United Rentals,New Haven CT (Forbes Ave),161-163 Forbes Ave,New Haven,CT,,,,,
United Rentals,East Syracuse NY (Schuyler Rd),7178 Schuyler Rd,East Syracuse,NY,,,,,
United Rentals,West Babylon NY (Grand Blvd),1050 Grand Blvd,West Babylon,NY,,,,,
United Rentals,North Stonington CT (ProvidenceÃÂ¢ÃÂÃÂNew London Tpke),559 Providence-New London Turnpike #184,North Stonington,CT,,,,,
United Rentals,York PA (Neu Rd),730 Neu Rd,York,PA,,,,,
United Rentals,Stoughton MA (Commerce Park Rd),11 Commerce Park Rd,Stoughton,MA,,,,,
United Rentals,Albany NY (Fritz Blvd),5 Fritz Blvd,Albany,NY,,,,,
United Rentals,Manchester NH (Sutton Cir),2 Sutton Cir,Manchester,NH,,,,,
United Rentals,Wilmington MA (Maple St),155 Maple St,Wilmington,MA,,,,,
United Rentals,Newburgh NY (Corporate Ct #500),400 Corporate Ct #500,Newburgh,NY,,,,,
United Rentals,Scarborough ME (Thomas Dr),10 Thomas Dr,Scarborough,ME,,,,,
United Rentals,Burlington VT (Leroy Rd),289 Leroy Rd,Burlington,VT,,,,,
United Rentals,Worcester MA (SW Cutoff),361 SW Cutoff,Worcester,MA,,,,,
United Rentals,Buffalo NY (Transit Rd),4811 Transit Rd,Buffalo,NY,,,,,
United Rentals,Imperial PA (Imperial Industrial Pk Dr),2000 Imperial Industrial Pk Dr,Imperial,PA,,,,,
United Rentals,Everett MA (3rd St),354 3rd St,Everett,MA,,,,,
United Rentals,Lorton VA (Wellington Rd),9415 Wellington Rd,Lorton,VA,,,,,
United Rentals,Boston MA (Southampton St),133 Southampton St,Boston,MA,,,,,
United Rentals,Sterling VA (Overland Dr),23535 Overland Dr,Sterling,VA,,,,,
United Rentals,Lawrence MA (S Main St),901 S Main St,Lawrence,MA,,,,,
United Rentals,Butler PA (Pittsburgh Rd),601 Pittsburgh Rd Suite 700,Butler,PA,,,,,
United Rentals,Woburn MA (Atlantic Ave),20 Atlantic Ave,Woburn,MA,,,,,
United Rentals,Winchester VA (Welltown Rd),287 Welltown Rd,Winchester,VA,,,,,
United Rentals,Melville NY (Orchard Rd),250 Orchard Rd,Melville,NY,,,,,
United Rentals,Pawtucket RI (Fall River Ave),1761 Fall River Ave,Pawtucket,RI,,,,,
United Rentals,Lorton VA (Richmond Hwy),18309 Richmond Hwy,Lorton,VA,,,,,
United Rentals,Pittsburgh PA (State St),221 State St,Pittsburgh,PA,,,,,
United Rentals,Manassas VA (Contractors Ct),9485 Contractors Ct,Manassas,VA,,,,,
United Rentals,Elk Grove Village IL (E Higgins),2201 E Higgins Rd,Elk Grove Village,IL,,,,,
United Rentals,La Crosse WI (Larson),2809 Larson St,La Crosse,WI,,,,,
United Rentals,Eau Claire WI (130th St),3482 130th St,Eau Claire,WI,,,,,
United Rentals,Madison WI (Anderson),4195 Anderson Rd,Madison,WI,,,,,
United Rentals,Joliet IL (S Frontage),22634 S Frontage Rd E,Joliet,IL,,,,,
United Rentals,Crestwood IL (E 110th),520 E 110th Ave,Crestwood,IL,,,,,
United Rentals,Kirksville MO (Baltimore),3008 N Baltimore St,Kirksville,MO,,,,,
United Rentals,Schofield WI (O'Keefe),1425 O Keefe Dr,Schofield,WI,,,,,
United Rentals,Aurora IL (Poplar),205 Poplar Pl,Aurora,IL,,,,,
United Rentals,Joliet IL (Riverside),24055 Riverside Dr,Joliet,IL,,,,,
United Rentals,New Berlin WI (Doral),21600 Doral Rd,New Berlin,WI,,,,,
United Rentals,Oak Creek WI (S 13th),9401 South 13th Street,Oak Creek,WI,,,,,
United Rentals,Carol Stream IL (Duffy Ln),11 Duffy Ln,Carol Stream,IL,,,,,
United Rentals,New Lenox IL (S Lincoln),16101 S Lincoln Hwy,New Lenox,IL,,,,,
United Rentals,Ford Heights IL (E Lincoln),2205 E Lincoln Hwy,Ford Heights,IL,,,,,
United Rentals,Menomonee Falls WI (Silver Spring),11911 W Silver Spring Rd,Menomonee Falls,WI,,,,,
United Rentals,Rochelle IL (E Lincoln),1845 E Lincoln Hwy,Rochelle,IL,,,,,
United Rentals,LaSalle IL (Peoria),2901 Peoria St,LaSalle,IL,,,,,
United Rentals,Waukesha WI (Johnson Dr),N8w22550 Johnson Dr,Waukesha,WI,,,,,
United Rentals,Mokena IL (W 195th),537 W 195th St,Mokena,IL,,,,,
United Rentals,Chicago IL (W 36th),3233 W 36th St,Chicago,IL,,,,,
United Rentals,Appleton WI (Market),3161 Market St,Appleton,WI,,,,,
United Rentals,Grand Rapids MI (Turner),2122 Turner Ave NW,Grand Rapids,MI,,,,,
